,Question,Generated Answer,Standard Answer,Topic,BLEU Score,ROUGE Score,IndoBERT Similarity,Inference Time
30,Apa yang dilakukan selama upacara di Candi Borobudur untuk menciptakan suasana sakral?,"Nyanyian kitab suci Buddha dan doa berlangsung selama upacara di Candi Borobudur, menciptakan suasana sakral dan membina hubungan spiritual.",Nyanyian kitab suci Buddha dan doa dilakukan selama upacara di Candi Borobudur untuk menciptakan suasana sakral dan membina hubungan spiritual.,Budaya,"{'bleu': 0.7242447986095324, 'precisions': [0.9047619047619048, 0.8, 0.6842105263157895, 0.5555555555555556], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 21, 'reference_length': 21}","{'rouge1': np.float64(0.9230769230769231), 'rouge2': np.float64(0.8108108108108109), 'rougeL': np.float64(0.9230769230769231), 'rougeLsum': np.float64(0.9230769230769231)}",0.9842057824134827,0.318972110748291
31,Apa bentuk prosesi yang diselenggarakan selama festival Buddha di Candi Borobudur?,"Prosesi yang diselenggarakan selama festival Buddha di Candi Borobudur adalah nyanyian kitab suci Buddha dan doa, persembahan bunga, dupa, dan lilin, meditasi, dan penyalaan lilin dan dupa.","Prosesi diselenggarakan sebagai bagian dari festival Buddha, di mana para penyembah berkumpul dan berjalan di sekitar kuil searah jarum jam sebagai bentuk meditasi dan penghormatan.",Budaya,"{'bleu': 0.0, 'precisions': [0.30303030303030304, 0.03125, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.2222222222222223, 'translation_length': 33, 'reference_length': 27}","{'rouge1': np.float64(0.30769230769230765), 'rouge2': np.float64(0.12000000000000001), 'rougeL': np.float64(0.30769230769230765), 'rougeLsum': np.float64(0.30769230769230765)}",0.7905243635177612,0.2664499282836914
32,"Apa yang dilambangkan oleh persembahan bunga, dupa, dan lilin selama upacara di Candi Borobudur?","Persembahan bunga, dupa, dan lilin selama upacara di Candi Borobudur melambangkan pengabdian dan rasa hormat kepada Buddha dan ajarannya.","Persembahan bunga, dupa, dan lilin melambangkan pengabdian dan rasa hormat kepada Buddha dan ajarannya.",Budaya,"{'bleu': 0.6750915335148621, 'precisions': [0.7727272727272727, 0.7142857142857143, 0.65, 0.5789473684210527], 'brevity_penalty': 1.0, 'length_ratio': 1.2941176470588236, 'translation_length': 22, 'reference_length': 17}","{'rouge1': np.float64(0.8484848484848484), 'rouge2': np.float64(0.7741935483870968), 'rougeL': np.float64(0.8484848484848484), 'rougeLsum': np.float64(0.8484848484848484)}",0.906477689743042,0.2397465705871582
33,Apa yang dipraktikkan oleh peserta selama upacara di Candi Borobudur untuk memfokuskan pikiran mereka?,Meditasi dipraktikkan oleh peserta selama upacara di Candi Borobudur untuk memfokuskan pikiran mereka dan menumbuhkan kedamaian batin dan perhatian.,Meditasi dipraktikkan oleh peserta selama upacara di Candi Borobudur untuk memfokuskan pikiran mereka dan menumbuhkan kedamaian batin dan perhatian.,Budaya,"{'bleu': 1.0, 'precisions': [1.0, 1.0, 1.0, 1.0], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 20, 'reference_length': 20}","{'rouge1': np.float64(1.0), 'rouge2': np.float64(1.0), 'rougeL': np.float64(1.0), 'rougeLsum': np.float64(1.0)}",0.9999999403953552,0.24789762496948242
34,Apa yang mewakili penerangan kebijaksanaan dan pemurnian pikiran selama upacara di Candi Borobudur?,Penyalaan lilin dan dupa mewakili penerangan kebijaksanaan dan pemurnian pikiran selama upacara di Candi Borobudur.,"Penyalaan lilin dan dupa adalah ritual umum selama upacara di Candi Borobudur, mewakili penerangan kebijaksanaan dan pemurnian pikiran.",Budaya,"{'bleu': 0.5436000264996667, 'precisions': [1.0, 0.8, 0.6428571428571429, 0.46153846153846156], 'brevity_penalty': 0.7788007830714049, 'length_ratio': 0.8, 'translation_length': 16, 'reference_length': 20}","{'rouge1': np.float64(0.9090909090909091), 'rouge2': np.float64(0.7741935483870968), 'rougeL': np.float64(0.606060606060606), 'rougeLsum': np.float64(0.606060606060606)}",0.9625853300094604,0.23580312728881836
35,Apa yang terkandung dalam pahatan relief Candi Borobudur,"Pahatan relief Candi Borobudur mengandung beberapa cerita yang memuat kisah Karmavibhangga, Lalitavistara, Avadana, Jataka, dan Gandavyuha. Secara keseluruhan, cerita-cerita tersebut berisi pesan moral tentang kehidupan manusia, yaitu bahwa perbuatan baik akan mendapatkan imbalan yang baik di akhirat, sedangkan perbuatan buruk akan mendapatkan imbalan yang buruk.","Pahatan relief Candi Borobudur memuat kisah Karmavibhangga, Lalitavistara, Avadana, Jataka, dan Gandavyuha yang mengandung pesan moral tentang kehidupan manusia",Budaya,"{'bleu': 0.3147802125338699, 'precisions': [0.42592592592592593, 0.33962264150943394, 0.28846153846153844, 0.23529411764705882], 'brevity_penalty': 1.0, 'length_ratio': 2.347826086956522, 'translation_length': 54, 'reference_length': 23}","{'rouge1': np.float64(0.5846153846153846), 'rouge2': np.float64(0.44444444444444436), 'rougeL': np.float64(0.5230769230769231), 'rougeLsum': np.float64(0.5230769230769231)}",0.8697367906570435,0.3360147476196289
36,Apa yang dapat diperoleh jika relief Candi Borobudur dipandang secara keseluruhan,"Jika relief Candi Borobudur dipandang secara keseluruhan, maka akan diperoleh kesatuan cerita yang berisi pesan mengenai kehidupan manusia. Secara tersirat, cerita tersebut menggambarkan tentang kehidupan manusia, jika berbuat baik akan mendapat imbalan yang baik di akhirat, dan sebaliknya, perbuatan buruk akan mendapat imbalan yang buruk pula.","Jika relief Candi Borobudur dipandang secara keseluruhan, akan diperoleh kesatuan cerita yang berisi pesan mengenai kehidupan manusia",Budaya,"{'bleu': 0.2880518003518398, 'precisions': [0.33962264150943394, 0.3076923076923077, 0.27450980392156865, 0.24], 'brevity_penalty': 1.0, 'length_ratio': 2.9444444444444446, 'translation_length': 53, 'reference_length': 18}","{'rouge1': np.float64(0.5396825396825397), 'rouge2': np.float64(0.49180327868852464), 'rougeL': np.float64(0.5396825396825397), 'rougeLsum': np.float64(0.5396825396825397)}",0.8201220631599426,0.41883373260498047
37,Apa pesan moral yang terkandung dalam cerita pada relief Candi Borobudur,"Pesan moral yang terkandung dalam cerita pada relief Candi Borobudur adalah tentang kehidupan manusia dan hukum karma. Secara spesifik, cerita tersebut menggambarkan bahwa:- Jika manusia berbuat baik, maka mereka akan mendapatkan imbalan yang baik di akhirat.- Sebaliknya, jika manusia berbuat buruk, maka mereka akan mendapatkan imbalan yang buruk pula.Dengan demikian, cerita pada relief Candi Borobudur menekankan pentingnya melakukan perbuatan baik dan menghindari perbuatan buruk untuk mencapai kebahagiaan di akhirat.","Pesan moral yang terkandung dalam cerita pada relief Candi Borobudur adalah bahwa perbuatan baik akan mendapat imbalan yang baik, dan sebaliknya, perbuatan buruk akan mendapat imbalan yang buruk",Budaya,"{'bleu': 0.17612453197108088, 'precisions': [0.32926829268292684, 0.20987654320987653, 0.1375, 0.10126582278481013], 'brevity_penalty': 1.0, 'length_ratio': 2.7333333333333334, 'translation_length': 82, 'reference_length': 30}","{'rouge1': np.float64(0.5306122448979592), 'rouge2': np.float64(0.35416666666666674), 'rougeL': np.float64(0.4693877551020408), 'rougeLsum': np.float64(0.4693877551020408)}",0.9047843217849731,0.6159131526947021
38,Apa yang dijelaskan oleh relief pada dinding Kamadhatu,Hukum karma dari perbuatan manusia yang dilakukan pada masa hidupnya.,"Relief pada dinding Kamadhatu menjelaskan hukum karma dari perbuatan manusia yang dilakukan pada masa hidupnya, yang menekankan bahwa perbuatan manusia akan memengaruhi nasibnya di akhirat",Budaya,"{'bleu': 0.20102237664776224, 'precisions': [0.8181818181818182, 0.8, 0.7777777777777778, 0.75], 'brevity_penalty': 0.2557291599131006, 'length_ratio': 0.4230769230769231, 'translation_length': 11, 'reference_length': 26}","{'rouge1': np.float64(0.5714285714285715), 'rouge2': np.float64(0.5454545454545454), 'rougeL': np.float64(0.5714285714285715), 'rougeLsum': np.float64(0.5714285714285715)}",0.6508392095565796,0.43395256996154785
39,Apa yang tercermin dari kisah-kisah pada relief Candi Borobudur,"Dari potongan konteks yang diberikan, dapat disimpulkan bahwa kisah-kisah pada relief Candi Borobudur tercermin sebagai pesan moral tentang kehidupan manusia. Secara spesifik, kisah-kisah tersebut menggambarkan tentang:1. Hukum karma: bahwa perbuatan baik akan mendapat imbalan yang baik di akhirat, dan sebaliknya, perbuatan buruk akan mendapat imbalan yang buruk pula.2. Kehidupan manusia: bahwa kisah-kisah tersebut berisi pesan mengenai kehidupan manusia, menjelaskan tentang perilaku dan perbuatan manusia yang dapat mempengaruhi nasibnya di akhirat.Dengan demikian, kisah-kisah pada relief Candi Borobudur dapat diartikan sebagai petunjuk pesan moral dari ajaran Budha tentang pentingnya melakukan perbuatan baik dan menghindari perbuatan buruk untuk mencapai kebahagiaan di akhirat.","Kisah-kisah pada relief Candi Borobudur tercermin sebagai penggambaran tentang kehidupan manusia, yang menekankan pentingnya berbuat baik dan menghindari perbuatan buruk untuk mencapai kebahagiaan di akhirat",Budaya,"{'bleu': 0.13097495979439377, 'precisions': [0.18803418803418803, 0.14655172413793102, 0.12173913043478261, 0.08771929824561403], 'brevity_penalty': 1.0, 'length_ratio': 4.5, 'translation_length': 117, 'reference_length': 26}","{'rouge1': np.float64(0.34848484848484845), 'rouge2': np.float64(0.29230769230769227), 'rougeL': np.float64(0.34848484848484845), 'rougeLsum': np.float64(0.34848484848484845)}",0.8742767572402954,0.5254862308502197
40,Apa yang menarik wisatawan ke Candi Borobudur?,"Candi Borobudur merupakan salah satu keajaiban dunia yang menarik perhatian wisatawan dari seluruh penjuru dunia. Keberadaannya sebagai warisan budaya klasik Jawa dan pengakuan dunia sebagai warisan budaya UNESCO pada tahun 1990 membuatnya menjadi destinasi wisata yang sangat menarik.Selain itu, keindahan arsitektur dan desain Candi Borobudur yang unik dan kompleks juga menjadi daya tarik bagi wisatawan. Terdapat lebih dari 2.600 relief dan 504 Buddha yang terukir pada dinding candi, membuatnya menjadi salah satu situs budaya yang paling kaya dan menarik di dunia.Wisatawan juga dapat menikmati keindahan alam sekitar Candi Borobudur, seperti gunung Merapi dan Gunung Merbabu, serta keindahan taman dan hutan sekitar candi. Selain itu, Candi Borobudur juga menjadi tempat yang sakral bagi umat Buddha, sehingga wisatawan dapat merasakan atmosfer spiritual yang unik dan mendalam.Dalam konteks etnomatemat","Signifikansi budaya yang unik dan kehadiran lingkungan lokal yang berbeda menarik wisatawan ke Candi Borobudur, menawarkan pengalaman budaya yang kaya.",Budaya,"{'bleu': 0.0, 'precisions': [0.09929078014184398, 0.03571428571428571, 0.014388489208633094, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 6.409090909090909, 'translation_length': 141, 'reference_length': 22}","{'rouge1': np.float64(0.16), 'rouge2': np.float64(0.05405405405405405), 'rougeL': np.float64(0.13333333333333336), 'rougeLsum': np.float64(0.13333333333333336)}",0.8055391311645508,0.5950667858123779
41,Apa status Candi Borobudur sebagai tujuan wisata?,"Mohon maaf, saya tidak memiliki informasi tentang status Candi Borobudur sebagai tujuan wisata. Saya tidak tahu tentang detail terkait statusnya sebagai tujuan wisata.","Candi Borobudur terkenal sebagai situs warisan budaya dan tujuan populer untuk wisata budaya, menarik pengunjung yang tertarik untuk menjelajahi aspek sejarah dan arsitektur candi.",Budaya,"{'bleu': 0.0, 'precisions': [0.2692307692307692, 0.04, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 26, 'reference_length': 26}","{'rouge1': np.float64(0.2127659574468085), 'rouge2': np.float64(0.04444444444444444), 'rougeL': np.float64(0.2127659574468085), 'rougeLsum': np.float64(0.2127659574468085)}",0.5988321900367737,0.2722165584564209
42,Apa yang memudahkan akses wisatawan ke Candi Borobudur?,"Maaf, saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda tentang apa yang memudahkan akses wisatawan ke Candi Borobudur. Saya tidak tahu apa yang menjadi faktor utama dalam memudahkan akses wisatawan ke lokasi tersebut.","Lokasi candi di distrik Magelang di Jawa Tengah, Indonesia, berkontribusi pada daya tariknya sebagai objek wisata, karena mudah diakses oleh wisatawan domestik dan internasional.",Budaya,"{'bleu': 0.0, 'precisions': [0.07894736842105263, 0.0, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.3571428571428572, 'translation_length': 38, 'reference_length': 28}","{'rouge1': np.float64(0.1016949152542373), 'rouge2': np.float64(0.0), 'rougeL': np.float64(0.06779661016949153), 'rougeLsum': np.float64(0.06779661016949153)}",0.5608171224594116,0.29711461067199707
43,Apa yang meningkatkan daya tarik Candi Borobudur sebagai tujuan wisata?,"Saya tidak tahu pasti apa yang meningkatkan daya tarik Candi Borobudur sebagai tujuan wisata. Namun, saya bisa mencoba memberikan beberapa kemungkinan yang mungkin berkontribusi terhadap hal tersebut. Beberapa kemungkinan yang mungkin meningkatkan daya tarik Candi Borobudur sebagai tujuan wisata adalah:1. Keindahan dan keunikan arsitektur Candi Borobudur yang merupakan salah satu candi Buddha terbesar di dunia.2. Sejarah dan makna budaya yang terkait dengan Candi Borobudur sebagai simbol kebudayaan Jawa klasik.3. Pengakuan dunia sebagai warisan budaya UNESCO pada tahun 1990.4. Ketersediaan fasilitas dan layanan wisata yang memadai untuk mendukung kunjungan wisatawan.5. Promosi dan kampanye pemasaran yang efektif untuk meningkatkan kesadaran dan minat masyarakat akan keindahan dan keunikan Candi Borobudur.Namun, saya tidak bisa memberikan jawaban yang pasti karena saya tidak memiliki informasi yang lebih spesifik","Reputasi candi sebagai Situs Warisan Dunia UNESCO semakin meningkatkan daya tariknya, karena diakui secara global karena signifikansi sejarah dan budayanya.",Budaya,"{'bleu': 0.0, 'precisions': [0.06382978723404255, 0.007142857142857143, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 6.409090909090909, 'translation_length': 141, 'reference_length': 22}","{'rouge1': np.float64(0.13513513513513514), 'rouge2': np.float64(0.0273972602739726), 'rougeL': np.float64(0.08108108108108107), 'rougeLsum': np.float64(0.08108108108108107)}",0.6147903203964233,0.559962272644043
44,Apa yang mendukung industri pariwisata di sekitar Candi Borobudur?,"Dengan menggunakan potongan konteks yang diberikan, saya dapat menjawab pertanyaan Anda. Namun, saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda secara langsung. Saya tidak tahu apa yang mendukung industri pariwisata di sekitar Candi Borobudur.","Kehadiran kegiatan komersial dan jasa di daerah tersebut, seperti hotel, jasa perdagangan, dan museum, juga mendukung industri pariwisata di sekitar Candi Borobudur, memberikan kemudahan dan fasilitas bagi pengunjung.",Budaya,"{'bleu': 0.14906383786801686, 'precisions': [0.24390243902439024, 0.15, 0.1282051282051282, 0.10526315789473684], 'brevity_penalty': 1.0, 'length_ratio': 1.2058823529411764, 'translation_length': 41, 'reference_length': 34}","{'rouge1': np.float64(0.21875000000000003), 'rouge2': np.float64(0.1935483870967742), 'rougeL': np.float64(0.21875000000000003), 'rougeLsum': np.float64(0.21875000000000003)}",0.35136109590530396,0.32665514945983887
45,Apa yang dimaksud dengan budaya unik Candi Borobudur?,Budaya unik Candi Borobudur mengacu pada warisan budaya dan tradisi yang berbeda yang terkait dengan candi dan lingkungan sekitarnya.,Budaya unik Candi Borobudur mengacu pada warisan budaya dan tradisi yang berbeda yang terkait dengan candi dan lingkungan sekitarnya.,Budaya,"{'bleu': 1.0, 'precisions': [1.0, 1.0, 1.0, 1.0], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 20, 'reference_length': 20}","{'rouge1': np.float64(1.0), 'rouge2': np.float64(1.0), 'rougeL': np.float64(1.0), 'rougeLsum': np.float64(1.0)}",1.0,0.2722666263580322
46,Apa yang menarik pengunjung ke Candi Borobudur?,"Pengunjung tertarik ke Candi Borobudur karena kesempatan untuk mengalami budaya lokal, termasuk ritual tradisional, adat istiadat, dan praktik. Kehadiran lingkungan lokal yang semarak di sekitar kuil menambah pengalaman budaya yang unik.","Pengunjung tertarik ke Candi Borobudur karena kesempatan untuk mengalami budaya lokal, termasuk ritual tradisional, adat istiadat, dan praktik.",Budaya,"{'bleu': 0.5936295926310302, 'precisions': [0.6111111111111112, 0.6, 0.5882352941176471, 0.5757575757575758], 'brevity_penalty': 1.0, 'length_ratio': 1.6363636363636365, 'translation_length': 36, 'reference_length': 22}","{'rouge1': np.float64(0.7346938775510204), 'rouge2': np.float64(0.7234042553191489), 'rougeL': np.float64(0.7346938775510204), 'rougeLsum': np.float64(0.7346938775510204)}",0.9434014558792114,0.32013463973999023
47,Apa yang menambah pengalaman budaya unik di Candi Borobudur?,Kehadiran lingkungan lokal yang semarak di sekitar kuil menambah pengalaman budaya yang unik di Candi Borobudur.,"Kehadiran lingkungan lokal yang semarak di sekitar kuil menambah pengalaman budaya yang unik, dengan komunitas lokal melestarikan dan menampilkan tradisi dan cara hidup mereka.",Budaya,"{'bleu': 0.44417880766201817, 'precisions': [0.8235294117647058, 0.75, 0.7333333333333333, 0.7142857142857143], 'brevity_penalty': 0.5889513097505535, 'length_ratio': 0.6538461538461539, 'translation_length': 17, 'reference_length': 26}","{'rouge1': np.float64(0.65), 'rouge2': np.float64(0.6315789473684211), 'rougeL': np.float64(0.65), 'rougeLsum': np.float64(0.65)}",0.8430155515670776,0.27265143394470215
